image name,sharpness,brightness,snr,cnr,contrast,rms contrast,label
ISIC_0000000.jpg,0.012901584201510767,0.6803381989832971,0.04138871842254373,0.5839976865320873,0.6850015477099575,0.2589638865669136,0
ISIC_0000001.jpg,0.02789880160478266,0.6652203050108932,0.04028186891634002,0.6207609239050135,0.6053550947192133,0.1205224851486735,0
ISIC_0000003.jpg,0.011666793517852499,0.7520266666666666,0.06436443430751293,0.5157511931400591,0.6256768926989095,0.2248515978377444,0
ISIC_0000006.jpg,0.026052435930559864,0.6917528395061728,0.11342378334494295,0.4506896763589005,0.3195913234879186,0.0825324311913151,0
ISIC_0000007.jpg,0.018650314872312033,0.7418121132897604,0.08026408870227333,0.4740884695037962,0.40883929316990064,0.1097321579844624,0
ISIC_0000008.jpg,0.011603984913898455,0.7460117211328976,0.07121269068787711,0.46110392378667964,0.5376562931313441,0.194515658213768,0
ISIC_0000009.jpg,0.053291411729755246,0.654557211328976,0.07992070159776071,0.3231903762317423,0.37277413131973525,0.137186390955255,0
ISIC_0000010.jpg,0.04504460390917237,0.6200110675381263,0.07820413870924217,0.2950140957596892,0.32966978697443367,0.0831699946666247,0
ISIC_0000011.jpg,0.02070496243278609,0.6478595933188089,0.09402391261541607,0.29420654359779885,0.3195895861517517,0.1228299357415682,0
ISIC_0000012.jpg,0.07108865060134671,0.6312787218591139,0.0724462915280167,0.3040917421820962,0.3378519611580306,0.0909508853233088,0
ISIC_0000014.jpg,0.05202584363507265,0.6856390268700072,0.1377192483943738,0.23451829722914236,0.23199166126973808,0.0996510646031887,0
ISIC_0000015.jpg,0.0480125163570699,0.711578605664488,0.07477798186888304,0.37737922173615235,0.42839263211024364,0.1430887947786813,0
ISIC_0000016.jpg,0.010457189730770517,0.8565232679738563,0.05608353097736782,0.7446410843676103,0.6773121185356781,0.1982405792337581,0
ISIC_0000017.jpg,0.10922400318770649,0.6438105591866377,0.07325589298297644,0.5559714667794219,0.4586301719445613,0.1231684246796671,0
ISIC_0000018.jpg,0.1195822835352343,0.6732873638344227,0.11780794874975328,0.33840477526101437,0.30017728565415097,0.1040313430755728,0
